Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2024 a 31/07/2024,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 403813/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,1,0,0,0,0
ARM 403812/24,Tubarão,TUBARÃO,SAO CRISTOVÃO,ARM - Armadilha,Armadilha,08/05/2024,08/05/2024,08/05/2024,1,0,3,0,0
ARM 403811/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,4,0,0,0,0
ID 403810/24,São José,SÃO JOSÉ,COLÔNIA SANTANA,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403809/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,1,0,0,0,0
ARM 403808/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,10,0,0,0,0
ARM 403807/24,Tubarão,TUBARÃO,OFICINAS,ARM - Armadilha,Armadilha,08/05/2024,08/05/2024,08/05/2024,3,0,0,0,0
ID 403806/24,São José,SÃO JOSÉ,PRAIA COMPRIDA,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ID 403805/24,São José,SÃO JOSÉ,PRAIA COMPRIDA,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403804/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,6,0,3,0,0
ARM 403803/24,Tubarão,TUBARÃO,OFICINAS,ARM - Armadilha,Armadilha,08/05/2024,08/05/2024,08/05/2024,6,0,0,0,0
ID 403802/24,São José,SÃO JOSÉ,PRAIA COMPRIDA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403801/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,2,0,1,0,0
ID 403800/24,São José,SÃO JOSÉ,PRAIA COMPRIDA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403799/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,1,0,0,0,0
ARM 403798/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,9,0,0,0,0
ID 403797/24,São José,SÃO JOSÉ,PRAIA COMPRIDA,B - Pequenos depósitos móveis,Investigação de Denúncia,06/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403796/24,Concórdia,LINDÓIA DO SUL,CENTRO,ARM - Armadilha,Armadilha,02/05/2024,08/05/2024,08/05/2024,2,0,3,0,0
ARM 403795/24,Concórdia,LINDÓIA DO SUL,CENTRO,ARM - Armadilha,Armadilha,02/05/2024,08/05/2024,08/05/2024,3,0,0,0,0
ARM 403794/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,3,0,7,0,0
ARM 403793/24,Concórdia,LINDÓIA DO SUL,CENTRO,ARM - Armadilha,Armadilha,02/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
DF 403792/24,Videira,VIDEIRA,SANTA GEMA,B - Pequenos depósitos móveis,Delimitação de Foco,08/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403791/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,3,0,0,0,0
ARM 403790/24,Tubarão,TUBARÃO,PASSAGEM,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,1,0,2,0,0
ARM 403789/24,Concórdia,LINDÓIA DO SUL,CENTRO,ARM - Armadilha,Armadilha,02/05/2024,08/05/2024,08/05/2024,9,0,0,0,0
PE 403788/24,Joinville,ARAQUARI,ITINGA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403787/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,32,0,0,0,0
ARM 403786/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,1,0,0,0,0
ARM 403785/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
DF 403784/24,Videira,IOMERÊ,CENTRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,06/05/2024,07/05/2024,07/05/2024,7,0,1,0,0
ARM 403783/24,Joinville,JOINVILLE,PIRABEIRABA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,9,0,0,0,0
ARM 403782/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/05/2024,08/05/2024,08/05/2024,5,0,0,0,0
ARM 403781/24,Joinville,JOINVILLE,PIRABEIRABA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,5,0,0,0,0
ARM 403780/24,Tubarão,TUBARÃO,VILA MOEMA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,1,0,0,0,0
ARM 403778/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,06/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403777/24,Tubarão,TUBARÃO,VILA MOEMA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,7,0,0,0,0
ARM 403776/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,8,0,0,0,0
ARM 403775/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,20,0,0,0,0
ARM 403774/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403773/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403772/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403771/24,Joinville,JOINVILLE,PIRABEIRABA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,4,0,0,0,0
ARM 403770/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403769/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,0,0,0,0,0
ARM 403768/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403767/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403766/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,6,0,0,0,0
ARM 403765/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403764/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,8,0,14,0,0
ARM 403763/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403762/24,Blumenau,BOTUVERÁ,SALTO AGUAS NEGRAS,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,21,0,1,0,0
ARM 403761/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,5,0,0,0,0
ARM 403760/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,8,0,0,0,0
ARM 403759/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,5,0,0,0,0
ARM 403758/24,Blumenau,BOTUVERÁ,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,15,0,0,0,0
ARM 403757/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,5,0,0,0,0
ARM 403756/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,5,0,0,0,0
ARM 403755/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,20,0,0,0,0
ARM 403754/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403753/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,12,0,0,0,0
ARM 403752/24,Joinville,ARAQUARI,ITAPOCU,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,30,0,0,0,0
ARM 403751/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,14,0,0,0,0
ARM 403750/24,Joinville,ARAQUARI,ITAPOCU,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,30,0,0,0,0
ARM 403749/24,Joaçaba,ÁGUA DOCE,BOM JESUS,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,15,0,0,0,0
ARM 403748/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,2,0,6,0,0
ARM 403747/24,Joaçaba,ÁGUA DOCE,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,16,0,0,0,0
ARM 403746/24,Joaçaba,ÁGUA DOCE,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,1,0,0,0,0
ARM 403745/24,Joaçaba,ÁGUA DOCE,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,14,0,0,0,0
ARM 403744/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,18,0,0,0,0
ARM 403743/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,0,0,14,0,0
ARM 403742/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,4,0,0,0,0
ARM 403741/24,Joaçaba,CAMPOS NOVOS,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,20,0,0,0,0
ARM 403740/24,Joaçaba,CAMPOS NOVOS,SANTO ANTONIO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,4,0,0,0,0
ARM 403739/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,0,0,1,0,0
ARM 403738/24,Joaçaba,CAMPOS NOVOS,LOTEAMENTO ZANATA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,10,0,0,0,0
ARM 403737/24,Joaçaba,CAMPOS NOVOS,ERNESTO ZORTÉA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,10,0,0,0,0
ARM 403736/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,5,0,1,0,0
ARM 403735/24,Joaçaba,CAMPOS NOVOS,SENHOR BOM JESUS,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,20,0,0,0,0
ARM 403734/24,Joaçaba,CAMPOS NOVOS,NOSSA SENHORA DE LOURDES,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,4,0,0,0,0
ARM 403733/24,Joaçaba,CAMPOS NOVOS,JARDIM BELA VISTA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,27,0,0,0,0
ARM 403732/24,Joaçaba,CAMPOS NOVOS,JARDIM BELA VISTA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,19,0,0,0,0
ARM 403731/24,Joaçaba,CAMPOS NOVOS,SÃO SEBASTIÃO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,10,0,0,0,0
ARM 403730/24,Joaçaba,CAMPOS NOVOS,SÃO SEBASTIÃO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,7,0,0,0,0
ARM 403729/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,32,0,0,0,0
ARM 403728/24,Joaçaba,CAMPOS NOVOS,SÃO SEBASTIÃO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,08/05/2024,1,0,0,0,0
PE 403727/24,Chapecó,CHAPECÓ,SÃO PEDRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,6,0,0,0,0
PE 403726/24,Chapecó,CHAPECÓ,SAO CRISTOVAO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403725/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,37,0,0,0,0
PE 403724/24,Chapecó,CHAPECÓ,SANTA MARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,7,0,0,0,0
ID 403723/24,Joaçaba,JOAÇABA,JARDIM LINDÓIA,C - Depósitos Fixos,Investigação de Denúncia,07/05/2024,07/05/2024,08/05/2024,10,0,1,0,0
PE 403722/24,Chapecó,CHAPECÓ,SANTA MARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,9,0,0,0,0
ID 403721/24,Joaçaba,JOAÇABA,JARDIM LINDÓIA,C - Depósitos Fixos,Investigação de Denúncia,07/05/2024,07/05/2024,08/05/2024,10,0,0,0,0
ARM 403720/24,Rio do Sul,IBIRAMA,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,08/05/2024,2,0,18,0,0
ARM 403719/24,Joaçaba,JOAÇABA,ARMINDO DE MEDEIROS,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,08/05/2024,1,0,0,0,0
ARM 403718/24,Joaçaba,JOAÇABA,CONTESTADO,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,08/05/2024,26,0,0,0,0
ARM 403717/24,Joaçaba,JOAÇABA,CLARA ADÉLIA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,08/05/2024,30,0,0,0,0
ARM 403716/24,Joaçaba,JOAÇABA,CLARA ADÉLIA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,20,0,0,0,0
ARM 403715/24,Joaçaba,JOAÇABA,JARDIM DAS HORTENCIAS,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,08/05/2024,4,0,0,0,0
PE 403714/24,Chapecó,CHAPECÓ,SANTA MARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,4,0,0,0,0
ARM 403713/24,Joaçaba,OURO,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403712/24,Joaçaba,OURO,PARQUE JARDIM OURO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
ARM 403711/24,Joaçaba,OURO,NAVEGANTES,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,4,0,0,0,0
PE 403710/24,Joaçaba,OURO,CENTRO,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,06/05/2024,08/05/2024,08/05/2024,4,0,0,0,0
PE 403709/24,Chapecó,CHAPECÓ,SANTA MARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,3,0,0,0,0
PE 403708/24,Chapecó,CHAPECÓ,LINHA CARAVAGIO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403707/24,Tubarão,TUBARÃO,VILA ESPERANÇA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,6,0,0,0,0
PE 403706/24,Chapecó,CHAPECÓ,EFAPI,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
ARM 403705/24,Joaçaba,LACERDÓPOLIS,CENTRO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,9,0,0,0,0
PE 403704/24,Chapecó,CHAPECÓ,BOA VISTA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403703/24,Joaçaba,LACERDÓPOLIS,CENTRO,ARM - Armadilha,Armadilha,06/05/2024,08/05/2024,08/05/2024,30,0,0,0,0
PE 403702/24,Chapecó,CHAPECÓ,BOA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,6,0,0,0,0
PE 403701/24,Chapecó,CHAPECÓ,BOA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,9,0,0,0,0
PE 403700/24,Chapecó,CHAPECÓ,BOA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,6,0,0,0,0
PE 403699/24,Chapecó,CHAPECÓ,BOA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403698/24,Joaçaba,ZORTÉA,IMIGRANTES,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,28,0,0,0,0
ARM 403697/24,Joaçaba,ZORTÉA,IMIGRANTES,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,40,0,0,0,0
ARM 403696/24,Tubarão,TUBARÃO,VILA ESPERANCA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,2,0,7,0,0
ARM 403695/24,São José,PALHOÇA,PONTE DO IMARUIM,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
ARM 403694/24,Joaçaba,CATANDUVAS,CIDADE CENTRO,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,28,0,0,0,0
ARM 403693/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,1,0,0
ARM 403692/24,Joaçaba,CATANDUVAS,SAYONARA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,19,0,0,0,0
ARM 403691/24,Joaçaba,CATANDUVAS,SAYONARA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,18,0,0,0,0
ARM 403690/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,4,0,0,0,0
ARM 403689/24,Joaçaba,CATANDUVAS,ERVATEIRA MATEVEL - VERDINHA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,16,0,0,0,0
ARM 403688/24,Joaçaba,CATANDUVAS,CIDADE JARDIM,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,39,0,0,0,0
ARM 403687/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,4,0,0,0,0
ARM 403686/24,Tubarão,TUBARÃO,SANTO ANTONIO DE PADUA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,1,0,1,0,0
ID 403685/24,Joaçaba,CATANDUVAS,CENTRO OESTE,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,07/05/2024,07/05/2024,07/05/2024,10,0,0,0,0
ARM 403684/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403683/24,Tubarão,TUBARÃO,SANTO ANTONIO DE PADUA,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,5,0,13,0,0
ARM 403682/24,Joinville,JOINVILLE,AMÉRICA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,3,0,0,0,0
PE 403681/24,Chapecó,CHAPECÓ,BOA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,8,0,0,0,0
ARM 403680/24,Tubarão,TUBARÃO,OFICINAS,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,2,0,0,0,0
ARM 403679/24,São José,BIGUAÇU,VENDAVAL,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403678/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,6,0,0,0,0
ARM 403677/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403676/24,Joinville,JOINVILLE,AMÉRICA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,4,0,0,0,0
ARM 403675/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403674/24,Joinville,JOINVILLE,AMÉRICA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,1,0,0,0,0
ARM 403673/24,São José,PALHOÇA,CAMINHO NOVO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
ARM 403672/24,Tubarão,TUBARÃO,OFICINAS,ARM - Armadilha,Armadilha,07/05/2024,07/05/2024,07/05/2024,5,0,8,0,0
ARM 403671/24,São José,BIGUAÇU,VENDAVAL,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403670/24,Blumenau,BRUSQUE,PONTA RUSSA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403669/24,São Miguel do Oeste,ANCHIETA,CIDADE (CENTRO),ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,8,0,0,0,0
ARM 403668/24,São José,BIGUAÇU,MAR DAS PEDRAS,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
PVE 403667/24,São Miguel do Oeste,BANDEIRANTE,NOVO  ENCANTADO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,06/05/2024,07/05/2024,07/05/2024,15,0,0,0,0
ARM 403666/24,Blumenau,BRUSQUE,CEDRO ALTO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,2,0,0,0,0
ARM 403665/24,São José,BIGUAÇU,BOA VISTA,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403664/24,Joinville,JOINVILLE,AMÉRICA,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,2,0,0,0,0
ARM 403663/24,Blumenau,BRUSQUE,CEDRO ALTO,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403662/24,São José,BIGUAÇU,FUNDOS,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,10,0,0,0,0
ARM 403661/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA LENZI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,07/05/2024,1,0,0,0,0
ARM 403660/24,São Miguel do Oeste,SAUDADES,LAJE DE PEDRA,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,44,0,0,0,0
ARM 403659/24,São José,BIGUAÇU,FUNDOS,ARM - Armadilha,Armadilha,07/05/2024,08/05/2024,08/05/2024,7,0,0,0,0
ARM 403658/24,São Miguel do Oeste,SAUDADES,REUTER,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,34,0,0,0,0
ARM 403657/24,Joinville,JOINVILLE,BOEHMERWALD,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,55,0,0,0,0
ARM 403656/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA LENZI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,07/05/2024,49,0,0,0,0
ARM 403655/24,São Miguel do Oeste,SAUDADES,INDUSTRIAL,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,13,0,0,0,0
ARM 403654/24,Joinville,JOINVILLE,BOEHMERWALD,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,06/05/2024,15,0,0,0,0
ARM 403653/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA LENZI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,07/05/2024,20,0,0,0,0
PE 403652/24,Blumenau,BRUSQUE,SAO PEDRO,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,07/05/2024,08/05/2024,08/05/2024,1,0,0,0,0
ARM 403651/24,São Miguel do Oeste,SAUDADES,VILA VERDE,ARM - Armadilha,Armadilha,06/05/2024,07/05/2024,07/05/2024,14,0,0,0,0
ARM 403650/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA BAEPENDI,ARM - Armadilha,Armadilha,06/05/2024,06/05/2024,07/05/2024,143,0,0,0,0
