Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2024 a 31/07/2024,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 416095/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,16,0,0,0,0
ARM 416094/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,20,0,0,0,0
ARM 416093/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
ARM 416092/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,11,0,0,0,0
ARM 416091/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,48,0,0,0,0
ARM 416090/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ARM 416089/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ARM 416088/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ARM 416087/24,Joinville,JOINVILLE,BUCAREIN,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416086/24,Joinville,JOINVILLE,ITINGA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416085/24,São Miguel do Oeste,GUARACIABA,CIDADE (CENTRO),ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,11,0,0,0,0
PE 416084/24,Xanxerê,XANXERÊ,SANTOS DIAS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,15/07/2024,15/07/2024,16/07/2024,2,0,0,0,0
ARM 416083/24,Joinville,JOINVILLE,ITINGA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416082/24,Joinville,JOINVILLE,ITINGA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ARM 416081/24,Joinville,JOINVILLE,ATIRADORES,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,17,0,0,0,0
ARM 416080/24,São Miguel do Oeste,PALMA SOLA,CIDADE (CENTRO),ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
PE 416079/24,Xanxerê,XANXERÊ,LOURDES II,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,15/07/2024,15/07/2024,16/07/2024,3,0,0,0,0
ARM 416078/24,Joinville,JOINVILLE,MORRO DO MEIO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,4,0,0,0,0
ARM 416077/24,Joinville,JOINVILLE,MORRO DO MEIO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,12,0,0,0,0
ARM 416076/24,São Miguel do Oeste,PRINCESA,CIDADE (CENTRO),ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,8,0,0,0,0
ARM 416075/24,Joinville,JOINVILLE,MORRO DO MEIO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,12,0,0,0,0
ARM 416074/24,Tubarão,LAGUNA,ESPERANÇA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,01/08/2024,3,0,2,0,0
PE 416073/24,São José,SÃO JOSÉ,SERRARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2024,01/08/2024,01/08/2024,9,0,0,0,0
PE 416072/24,São José,SÃO JOSÉ,SERRARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2024,01/08/2024,01/08/2024,6,0,0,0,0
PE 416071/24,São José,SÃO JOSÉ,FAZENDA SANTO ANTONIO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2024,01/08/2024,01/08/2024,8,0,0,0,0
PE 416070/24,Itajaí,BALNEÁRIO CAMBORIÚ,3 - BARRA,B - Pequenos depósitos móveis,Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
PE 416069/24,Itajaí,BALNEÁRIO CAMBORIÚ,3 - BARRA,B - Pequenos depósitos móveis,Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ID 416068/24,Joaçaba,TREZE TÍLIAS,LINDNNER,C - Depósitos Fixos,Investigação de Denúncia,25/07/2024,01/08/2024,01/08/2024,4,0,0,0,0
ID 416067/24,São José,FLORIANÓPOLIS,CAPOEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,31/07/2024,01/08/2024,01/08/2024,20,0,0,0,0
ID 416066/24,São José,FLORIANÓPOLIS,CAPOEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,31/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ID 416065/24,São José,FLORIANÓPOLIS,CAPOEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,31/07/2024,01/08/2024,01/08/2024,15,0,0,0,0
ID 416064/24,São José,FLORIANÓPOLIS,ABRAÃO,B - Pequenos depósitos móveis,Investigação de Denúncia,29/07/2024,01/08/2024,01/08/2024,6,0,0,0,0
ARM 416063/24,Jaraguá do Sul,CORUPÁ,JOÃO TOZINI,ARM - Armadilha,Armadilha,30/07/2024,01/08/2024,01/08/2024,6,0,1,0,0
ID 416062/24,São José,FLORIANÓPOLIS,CAMPECHE,E - Depósitos naturais,Investigação de Denúncia,29/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ID 416061/24,São José,FLORIANÓPOLIS,CARIANOS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,30/07/2024,01/08/2024,01/08/2024,2,0,0,0,0
ID 416060/24,São José,FLORIANÓPOLIS,CAMPECHE,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,26/07/2024,01/08/2024,01/08/2024,5,0,0,0,0
ID 416059/24,São José,FLORIANÓPOLIS,CAMPECHE,C - Depósitos Fixos,Investigação de Denúncia,26/07/2024,01/08/2024,01/08/2024,12,0,0,0,0
ID 416058/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,30/07/2024,01/08/2024,01/08/2024,4,0,0,0,0
ID 416057/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,30/07/2024,01/08/2024,01/08/2024,2,0,0,0,0
ID 416056/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,26/07/2024,01/08/2024,01/08/2024,10,0,0,0,0
ID 416055/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,26/07/2024,01/08/2024,01/08/2024,3,0,7,0,0
ID 416054/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,26/07/2024,01/08/2024,01/08/2024,7,0,0,0,0
ID 416053/24,São José,FLORIANÓPOLIS,PANTANAL,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,29/07/2024,01/08/2024,01/08/2024,10,0,0,0,0
ID 416052/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,25/07/2024,01/08/2024,01/08/2024,13,0,0,0,0
ARM 416051/24,São José,PALHOÇA,RIO GRANDE,ARM - Armadilha,Armadilha,31/07/2024,01/08/2024,01/08/2024,4,0,0,0,0
ARM 416050/24,São José,PALHOÇA,RIO GRANDE,ARM - Armadilha,Armadilha,31/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ARM 416049/24,São José,PALHOÇA,CENTRO,ARM - Armadilha,Armadilha,31/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ARM 416048/24,São José,PALHOÇA,CENTRO,ARM - Armadilha,Armadilha,31/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ARM 416047/24,São José,PALHOÇA,CENTRO,ARM - Armadilha,Armadilha,31/07/2024,01/08/2024,01/08/2024,1,0,0,0,0
ARM 416046/24,Itajaí,NAVEGANTES,NOSSA SENHORA DAS GRACAS,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,01/08/2024,6,0,0,0,0
ID 416045/24,Joinville,JOINVILLE,AVENTUREIRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,31/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ARM 416044/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416043/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ARM 416042/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416041/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,0,0,2,0,0
ARM 416040/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,4,0,0,0,0
ARM 416039/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,0,0,1,0,0
ARM 416038/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 416037/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,4,0,0,0,0
ID 416036/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,B - Pequenos depósitos móveis,Investigação de Denúncia,25/07/2024,31/07/2024,01/08/2024,3,0,0,0,0
ARM 416035/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ARM 416034/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416033/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416032/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,40,0,0,0,0
ARM 416031/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,ARM - Armadilha,Armadilha,26/07/2024,31/07/2024,01/08/2024,2,0,0,0,0
ARM 416030/24,Joinville,JOINVILLE,BOA VISTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,9,0,0,0,0
ARM 416029/24,Joinville,JOINVILLE,BOA VISTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416028/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,ARM - Armadilha,Armadilha,26/07/2024,31/07/2024,01/08/2024,2,0,0,0,0
ARM 416027/24,Joinville,JOINVILLE,BOA VISTA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416026/24,Joinville,JOINVILLE,VILA NOVA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,11,0,0,0,0
ARM 416025/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416024/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,ARM - Armadilha,Armadilha,26/07/2024,31/07/2024,01/08/2024,5,0,0,0,0
ARM 416023/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416022/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,ARM - Armadilha,Armadilha,26/07/2024,31/07/2024,01/08/2024,4,0,0,0,0
ARM 416021/24,Jaraguá do Sul,BARRA VELHA,ITAJUBA,ARM - Armadilha,Armadilha,26/07/2024,31/07/2024,01/08/2024,10,0,0,0,0
ARM 416020/24,Jaraguá do Sul,BARRA VELHA,SAO CRISTOVAO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,01/08/2024,10,0,0,0,0
ARM 416019/24,Joinville,JOINVILLE,PIRABEIRABA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,14,0,16,0,0
ARM 416018/24,Jaraguá do Sul,BARRA VELHA,SÃO CRISTOVÃO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,01/08/2024,5,0,0,0,0
ARM 416017/24,Blumenau,INDAIAL,TAPAJÓS,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,01/08/2024,5,0,0,0,0
ARM 416016/24,Blumenau,INDAIAL,ESTRADA DAS AREIAS,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,01/08/2024,74,0,0,0,0
ARM 416015/24,Blumenau,INDAIAL,ESTRADA DAS AREIAS,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,01/08/2024,6,0,0,0,0
ARM 416014/24,Jaraguá do Sul,SCHROEDER,CENTRO NORTE,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,01/08/2024,2,0,0,0,0
ARM 416013/24,Blumenau,BLUMENAU,FIDELIS,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 416012/24,Blumenau,BLUMENAU,FIDELIS,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,5,0,0,0,0
ARM 416011/24,Blumenau,BLUMENAU,DA GLORIA,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 416010/24,Blumenau,BLUMENAU,ESCOLA AGRICOLA,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 416009/24,Blumenau,BLUMENAU,ESCOLA AGRICOLA,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,13,0,0,0,0
ARM 416008/24,Blumenau,BLUMENAU,BOA VISTA,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
PE 416007/24,Joaçaba,LUZERNA,JARDIM ITÁLIA,B - Pequenos depósitos móveis,Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 416006/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416005/24,Jaraguá do Sul,JARAGUÁ DO SUL,CZERNIEWICZ,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,1,0,0,0,0
ARM 416004/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,28,0,0,0,0
ARM 416003/24,Jaraguá do Sul,JARAGUÁ DO SUL,NOVA BRASÍLIA,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,3,0,0,0,0
ARM 416002/24,Joaçaba,ERVAL VELHO,VILA CHIRUCA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,20,0,0,0,0
ARM 416001/24,Joaçaba,ERVAL VELHO,ILDA CASSANIGA,ARM - Armadilha,Armadilha,31/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 416000/24,Jaraguá do Sul,JARAGUÁ DO SUL,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,11,0,0,0,0
ARM 415999/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA NOVA,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,2,0,0,0,0
ARM 415998/24,Xanxerê,SÃO DOMINGOS,SÃO JOSÉ,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 415997/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA NOVA,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,31/07/2024,24,0,0,0,0
ARM 415996/24,Jaraguá do Sul,JARAGUÁ DO SUL,FRANCISCO DE PAULO,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,31/07/2024,5,0,0,0,0
ARM 415995/24,Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,31/07/2024,6,0,0,0,0
ARM 415994/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
ARM 415993/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,2,0,1,0,0
ARM 415992/24,Joinville,ARAQUARI,AREIAS PEQUENAS,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ARM 415991/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
ARM 415990/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415989/24,Joinville,ITAPOÁ,ITAPEMA,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,9,0,0,0,0
ARM 415988/24,Joinville,GARUVA,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415987/24,Joinville,GARUVA,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415986/24,Joinville,GARUVA,TRES BARRAS,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ARM 415985/24,Joinville,GARUVA,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ARM 415984/24,Joinville,GARUVA,CENTRO,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,9,0,0,0,0
ARM 415983/24,Itajaí,ILHOTA,PEDRA DE AMOLAR,ARM - Armadilha,Armadilha,29/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415982/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,5,0,0,0,0
ARM 415981/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415980/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,47,0,0,0,0
ARM 415979/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415978/24,São José,CANELINHA,PAPAGAIOS,ARM - Armadilha,Armadilha,22/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 415977/24,São José,CANELINHA,COBRE,ARM - Armadilha,Armadilha,24/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415976/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415975/24,Joinville,JOINVILLE,GLORIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,2,0,0,0,0
ARM 415974/24,Joinville,JOINVILLE,ADHEMAR GARCIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,9,0,0,0,0
ARM 415973/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,2,0,0,0,0
ARM 415972/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,32,0,0,0,0
ARM 415971/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415970/24,Joinville,JOINVILLE,FLORESTA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
PE 415969/24,São José,SÃO JOSÉ,SERRARIA,B - Pequenos depósitos móveis,Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
ARM 415968/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,3,0,0,0,0
ARM 415967/24,Chapecó,ÁGUAS DE CHAPECÓ,SÃO JORGE,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ARM 415966/24,Chapecó,ÁGUAS DE CHAPECÓ,NOVO HORIZONTE,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ARM 415965/24,Chapecó,ÁGUAS DE CHAPECÓ,BOM PASTOR,ARM - Armadilha,Armadilha,30/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ID 415964/24,São José,FLORIANÓPOLIS,CAPOEIRAS,E - Depósitos naturais,Investigação de Denúncia,30/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
ID 415963/24,São José,FLORIANÓPOLIS,CAPOEIRAS,C - Depósitos Fixos,Investigação de Denúncia,29/07/2024,31/07/2024,31/07/2024,6,0,0,0,0
ID 415962/24,São José,FLORIANÓPOLIS,CAPOEIRAS,C - Depósitos Fixos,Investigação de Denúncia,29/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
ID 415961/24,São José,FLORIANÓPOLIS,CAPOEIRAS,C - Depósitos Fixos,Investigação de Denúncia,29/07/2024,31/07/2024,31/07/2024,4,0,0,0,0
ID 415960/24,São José,FLORIANÓPOLIS,COLONINHA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,29/07/2024,31/07/2024,31/07/2024,2,0,0,0,0
ID 415959/24,São José,FLORIANÓPOLIS,CAPOEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,30/07/2024,31/07/2024,31/07/2024,5,0,0,0,0
PE 415958/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,B - Pequenos depósitos móveis,Ponto Estratégico,29/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
PE 415957/24,São José,FLORIANÓPOLIS,RIBEIRAO DA ILHA,B - Pequenos depósitos móveis,Ponto Estratégico,26/07/2024,31/07/2024,31/07/2024,5,0,0,0,0
PE 415956/24,São José,FLORIANÓPOLIS,COSTEIRA DO PIRAJUBAE,B - Pequenos depósitos móveis,Ponto Estratégico,25/07/2024,31/07/2024,31/07/2024,3,0,0,0,0
PE 415955/24,São José,FLORIANÓPOLIS,TAPERA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,26/07/2024,31/07/2024,31/07/2024,7,0,0,0,0
PE 415954/24,São José,FLORIANÓPOLIS,FAZENDA RIO TAVARES,B - Pequenos depósitos móveis,Ponto Estratégico,29/07/2024,31/07/2024,31/07/2024,1,0,0,0,0
ID 415953/24,São José,FLORIANÓPOLIS,CAMPECHE,B - Pequenos depósitos móveis,Investigação de Denúncia,26/07/2024,31/07/2024,31/07/2024,10,0,0,0,0
ARM 415952/24,São José,FLORIANÓPOLIS,RATONES,ARM - Armadilha,Armadilha,25/07/2024,31/07/2024,31/07/2024,5,0,0,0,0
ARM 415951/24,Itajaí,NAVEGANTES,CENTRO,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,31/07/2024,8,0,0,0,0
ARM 415950/24,Itajaí,NAVEGANTES,SAO PEDRO,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,31/07/2024,4,0,0,0,0
PE 415949/24,Itajaí,ITAJAÍ,BARRA DO RIO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,8,0,0,0,0
PE 415948/24,Itajaí,ITAJAÍ,CORDEIROS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,30/07/2024,31/07/2024,31/07/2024,5,0,3,0,0
ID 415947/24,Joinville,JOINVILLE,FATIMA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,30/07/2024,30/07/2024,30/07/2024,6,0,1,0,0
ID 415946/24,Joinville,JOINVILLE,FATIMA,B - Pequenos depósitos móveis,Investigação de Denúncia,30/07/2024,30/07/2024,30/07/2024,9,0,0,0,0
ARM 415945/24,Joinville,JOINVILLE,AMERICA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,8,0,0,0,0
ARM 415944/24,Joinville,JOINVILLE,PARQUE  GUARANI,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415943/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,29/07/2024,4,0,0,0,0
ARM 415942/24,Joinville,JOINVILLE,AVENTUREIRO,ARM - Armadilha,Armadilha,29/07/2024,29/07/2024,29/07/2024,1,0,0,0,0
ARM 415941/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415940/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,2,0,0,0,0
ARM 415939/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,4,0,0,0,0
ARM 415938/24,Joinville,JOINVILLE,PARANAGUAMIRIM,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415937/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,1,0,0
ARM 415936/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,1,0,0
ARM 415935/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,1,0,0,0,0
ARM 415934/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,2,0,0,0,0
ARM 415933/24,Joinville,JOINVILLE,JARDIM SOFIA,ARM - Armadilha,Armadilha,30/07/2024,30/07/2024,30/07/2024,0,0,5,0,0
