Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/01/2023 a 31/01/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 300454/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,2,0,0,0,0
ARM 300452/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,30,0,0,0,0
ARM 300438/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,10,0,0,0,0
ARM 300435/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,5,0,0,0,0
ARM 300427/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,10,0,0,0,0
PE 300284/23,Rio do Sul,PRESIDENTE GETÚLIO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,26/01/2023,08/02/2023,08/02/2023,7,0,0,0,0
ARM 300282/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,3,0,0,0,0
PE 300280/23,Rio do Sul,PRESIDENTE GETÚLIO,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,27/01/2023,08/02/2023,08/02/2023,7,0,0,0,0
ARM 300278/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,5,0,0,0,0
ARM 300271/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,6,0,0,0,0
